Date,Adj Close
1994-01-03,1.888216
1994-01-04,1.876841
1994-01-05,1.888216
1994-01-06,1.876841
1994-01-07,1.899589
1994-01-10,1.933865
1994-01-11,1.933865
1994-01-12,1.980185
1994-01-13,1.980185
1994-01-14,1.968606
1994-01-17,1.945446
1994-01-18,1.968606
1994-01-19,1.945446
1994-01-20,1.922286
1994-01-21,1.922286
1994-01-24,1.922286
1994-01-25,1.899126
1994-01-26,1.922286
1994-01-27,1.933865
1994-01-28,1.945446
1994-01-31,1.991766
1995-01-03,2.193857
1995-01-04,2.193857
1995-01-05,2.206115
1995-01-06,2.218371
1995-01-09,2.206115
1995-01-10,2.209610
1995-01-11,2.159676
1995-01-12,2.172159
1995-01-13,2.159676
1995-01-16,2.147192
1995-01-17,2.147192
1995-01-18,2.134708
1995-01-19,2.109740
1995-01-20,2.097257
1995-01-23,2.084774
1995-01-24,2.084774
1995-01-25,2.097257
1995-01-26,2.072291
1995-01-27,2.072291
1995-01-30,2.047323
1995-01-31,2.059807
1996-01-02,2.273806
1996-01-03,2.273806
1996-01-04,2.273806
1996-01-05,2.273806
1996-01-08,2.300875
1996-01-09,2.287340
1996-01-10,2.273806
1996-01-11,2.273806
1996-01-12,2.273806
1996-01-15,2.314410
1996-01-16,2.300875
1996-01-17,2.341480
1996-01-18,2.327945
1996-01-19,2.355015
1996-01-22,2.355015
1996-01-23,2.327945
1996-01-24,2.314410
1996-01-25,2.314410
1996-01-26,2.341480
1996-01-29,2.314410
1996-01-30,2.327945
1996-01-31,2.327945
1997-01-02,3.676819
1997-01-03,3.705770
1997-01-06,3.705770
1997-01-07,3.676819
1997-01-08,3.691296
1997-01-09,3.705770
1997-01-10,3.662345
1997-01-13,3.705770
1997-01-14,3.691296
1997-01-15,3.705770
1997-01-16,3.691296
1997-01-17,3.691296
1997-01-20,3.662345
1997-01-21,3.691296
1997-01-22,3.691296
1997-01-23,3.691296
1997-01-24,3.676819
1997-01-27,3.691296
1997-01-28,3.662345
1997-01-29,3.633393
1997-01-30,3.647868
1997-01-31,3.647868
1998-01-02,4.385540
1998-01-05,4.377913
1998-01-06,4.400792
1998-01-07,4.377913
1998-01-08,4.385540
1998-01-09,4.309271
1998-01-12,4.294015
1998-01-13,4.355034
1998-01-14,4.332151
1998-01-15,4.271134
1998-01-16,4.278760
