Date,Adj Close
1995-01-03,5.255361
1995-01-04,5.337475
1995-01-05,5.378536
1995-01-06,5.460651
1995-01-09,5.419592
1995-01-10,5.419592
1995-01-11,5.378536
1995-01-12,5.378536
1995-01-13,5.419592
1995-01-16,5.378536
1995-01-17,5.419592
1995-01-18,5.419592
1995-01-19,5.296420
1995-01-20,5.337475
1995-01-23,5.255361
1995-01-24,5.296420
1995-01-25,5.378536
1995-01-26,5.337475
1995-01-27,5.419592
1995-01-30,5.460651
1995-01-31,5.419592
1996-01-02,6.858636
1996-01-03,6.994004
1996-01-04,6.948883
1996-01-05,6.903757
1996-01-08,6.903757
1996-01-09,6.813514
1996-01-10,6.768389
1996-01-11,6.813514
1996-01-12,6.903757
1996-01-15,6.903757
1996-01-16,6.903757
1996-01-17,6.858636
1996-01-18,7.084248
1996-01-19,7.129371
1996-01-22,7.039124
1996-01-23,6.994004
1996-01-24,7.084248
1996-01-25,7.039124
1996-01-26,7.129371
1996-01-29,7.084248
1996-01-30,7.174493
1996-01-31,7.219615
1997-01-02,11.207858
1997-01-03,11.304898
1997-01-06,11.207858
1997-01-07,11.256381
1997-01-08,11.159345
1997-01-09,11.110821
1997-01-10,11.159345
1997-01-13,11.159345
1997-01-14,11.304898
1997-01-15,11.304898
1997-01-16,11.450451
1997-01-17,11.353413
1997-01-20,11.207858
1997-01-21,11.256381
1997-01-22,11.304898
1997-01-23,11.062304
1997-01-24,11.353413
1997-01-27,11.110821
1997-01-28,11.159345
1997-01-29,11.110821
1997-01-30,11.159345
1997-01-31,11.353413
1998-01-02,14.092124
1998-01-05,14.092124
1998-01-06,14.143367
1998-01-07,14.322727
1998-01-08,14.297104
1998-01-09,14.168991
1998-01-12,14.040874
1998-01-13,14.066502
1998-01-14,14.168991
1998-01-15,14.194617
1998-01-16,14.245855
1998-01-20,14.194617
1998-01-21,14.117746
1998-01-22,14.143367
1998-01-23,14.245855
1998-01-26,14.245855
1998-01-27,14.220234
1998-01-28,14.168991
1998-01-29,14.143367
1998-01-30,14.117746
1999-01-04,13.230343
1999-01-05,13.203066
1999-01-06,13.203066
1999-01-07,13.039388
1999-01-08,12.766598
1999-01-11,12.821152
1999-01-12,12.902991
1999-01-13,12.902991
1999-01-14,12.821152
1999-01-15,12.848435
1999-01-19,12.739317
1999-01-20,12.684757
1999-01-21,12.630203
1999-01-22,12.521089
1999-01-25,12.630203
1999-01-26,12.602924
1999-01-27,12.712043
1999-01-28,12.766598
1999-01-29,12.493807
2000-01-03,15.558186
2000-01-04,15.383052
2000-01-05,15.324676
2000-01-06,15.470617
2000-01-07,15.996033
2000-01-10,15.908471
2000-01-11,15.733339
2000-01-12,15.704144
2000-01-13,15.879279
2000-01-14,15.820903
2000-01-18,15.762520
2000-01-19,15.937666
2000-01-20,16.025232
2000-01-21,15.908471
2000-01-24,15.879279
2000-01-25,15.966846
2000-01-26,15.937666
2000-01-27,16.054424
2000-01-28,15.850081
2000-01-31,15.879279
2001-01-02,26.713116
2001-01-03,27.512373
2001-01-04,27.082006
2001-01-05,25.483532
2001-01-08,25.606483
2001-01-09,25.575748
2001-01-10,25.821671
2001-01-11,25.575748
2001-01-12,25.667963
2001-01-16,25.575748
2001-01-17,25.422049
2001-01-18,25.422049
2001-01-19,25.268356
2001-01-22,25.053175
2001-01-23,25.422049
2001-01-24,25.176126
2001-01-25,25.299084
2001-01-26,24.960945
2001-01-29,25.231462
2001-01-30,25.374096
2001-01-31,25.452803
2002-01-02,25.675541
2002-01-03,25.883850
2002-01-04,25.764086
2002-01-07,25.597412
2002-01-08,25.675541
2002-01-09,25.691168
2002-01-10,25.732815
2002-01-11,25.597412
2002-01-14,25.779692
2002-01-15,25.482845
2002-01-16,25.206820
2002-01-17,25.060989
2002-01-18,24.639147
2002-01-22,24.659983
2002-01-23,24.712048
2002-01-24,24.764132
2002-01-25,24.451653
2002-01-28,24.295416
2002-01-29,24.186050
2002-01-30,24.180843
2002-01-31,24.133957
2003-01-02,28.385468
2003-01-03,28.462799
2003-01-06,28.589878
2003-01-07,28.396505
2003-01-08,28.186565
2003-01-09,28.241816
2003-01-10,27.998739
2003-01-13,28.181055
2003-01-14,28.286022
2003-01-15,28.335747
2003-01-16,28.181055
2003-01-17,28.164482
2003-01-21,27.391035
2003-01-22,27.512575
2003-01-23,27.435221
2003-01-24,27.379992
2003-01-27,27.346825
2003-01-28,27.457314
2003-01-29,27.556776
2003-01-30,27.429695
2003-01-31,27.888250
2004-01-02,37.348442
2004-01-05,36.888424
2004-01-06,36.678802
2004-01-07,36.556519
2004-01-08,36.527412
2004-01-09,36.440067
2004-01-12,36.102333
2004-01-13,36.311966
2004-01-14,36.626404
2004-01-15,36.422588
2004-01-16,36.044113
2004-01-20,35.316223
2004-01-21,35.671436
2004-01-22,35.787888
2004-01-23,35.851940
2004-01-26,36.638050
2004-01-27,36.440067
2004-01-28,36.568172
2004-01-29,36.230438
2004-01-30,36.189690
2005-01-03,50.386105
2005-01-04,49.320789
2005-01-05,47.537167
2005-01-06,47.299763
2005-01-07,46.989285
2005-01-10,46.143143
2005-01-11,45.376110
2005-01-12,44.791718
2005-01-13,44.669949
2005-01-14,45.917881
2005-01-18,46.441418
2005-01-19,46.484013
2005-01-20,46.398804
2005-01-21,46.270950
2005-01-24,45.777878
2005-01-25,44.438648
2005-01-26,44.919548
2005-01-27,44.134251
2005-01-28,43.835968
2005-01-31,43.799458
2006-01-03,59.775452
2006-01-04,60.237591
2006-01-05,60.775749
2006-01-06,60.775749
2006-01-09,61.022594
2006-01-10,61.598717
2006-01-11,61.908955
2006-01-12,62.010235
2006-01-13,61.408806
2006-01-17,61.598717
2006-01-18,60.965633
2006-01-19,62.263451
2006-01-20,61.756992
2006-01-23,61.978577
2006-01-24,62.782581
2006-01-25,62.655968
2006-01-26,62.769924
2006-01-27,63.308052
2006-01-30,62.434391
2006-01-31,62.915516
2007-01-03,84.256409
2007-01-04,84.171654
2007-01-05,83.128639
2007-01-08,82.463737
2007-01-09,83.734894
2007-01-10,85.299454
2007-01-11,85.703606
2007-01-12,86.687950
2007-01-16,88.878311
2007-01-17,88.760948
2007-01-18,88.852226
2007-01-19,89.614914
2007-01-22,88.806557
2007-01-23,90.169022
2007-01-24,90.547127
2007-01-25,92.046455
2007-01-26,92.548416
2007-01-29,92.567970
2007-01-30,93.389343
2007-01-31,94.093369
2008-01-02,64.517250
2008-01-03,61.951633
2008-01-04,59.083050
2008-01-07,60.254726
2008-01-08,58.975300
2008-01-09,60.369205
2008-01-10,61.507225
2008-01-11,61.338890
2008-01-14,61.332161
2008-01-15,60.530815
2008-01-16,61.231144
2008-01-17,61.803528
2008-01-18,60.827110
2008-01-22,62.099808
2008-01-23,66.099731
2008-01-24,65.332062
2008-01-25,66.227669
2008-01-28,68.995277
2008-01-29,68.395981
2008-01-30,68.416168
2008-01-31,69.769676
2009-01-02,52.629169
2009-01-05,52.516857
2009-01-06,53.541664
2009-01-07,52.467724
2009-01-08,50.930546
2009-01-09,47.947422
2009-01-12,44.297501
2009-01-13,46.108429
2009-01-14,44.978355
2009-01-15,47.694759
2009-01-16,49.947872
2009-01-20,46.129490
2009-01-21,49.091557
2009-01-22,45.975075
2009-01-23,47.027927
2009-01-26,46.754189
2009-01-27,47.835136
2009-01-28,50.460274
2009-01-29,48.291359
2009-01-30,46.361134
2010-01-04,61.487484
2010-01-05,61.859592
2010-01-06,62.291222
2010-01-07,62.938728
2010-01-08,62.291222
2010-01-11,62.335896
2010-01-12,61.509808
2010-01-13,62.730350
2010-01-14,63.154533
2010-01-15,62.730350
2010-01-19,63.586197
2010-01-20,63.772228
2010-01-21,62.112652
2010-01-22,60.192535
2010-01-25,60.616734
2010-01-26,60.281830
2010-01-27,61.026054
2010-01-28,60.594398
2010-01-29,59.306927
2011-01-03,90.775146
2011-01-04,89.311172
2011-01-05,89.930824
2011-01-06,89.365387
2011-01-07,88.040833
2011-01-10,87.808456
2011-01-11,87.684517
2011-01-12,88.188004
2011-01-13,87.715492
2011-01-14,87.986603
2011-01-18,88.854164
2011-01-19,87.010605
2011-01-20,85.802231
2011-01-21,86.042358
2011-01-24,87.808456
2011-01-25,89.435120
2011-01-26,89.458336
2011-01-27,90.217445
2011-01-28,88.815414
2011-01-31,89.853386
2012-01-03,112.244843
2012-01-04,110.396904
2012-01-05,112.452858
2012-01-06,111.980858
2012-01-09,111.572861
2012-01-10,111.956833
2012-01-11,110.892868
2012-01-12,109.548927
2012-01-13,112.900818
2012-01-17,113.188782
2012-01-18,112.668816
2012-01-19,111.180862
2012-01-20,110.476921
2012-01-23,112.052864
2012-01-24,113.468788
2012-01-25,115.356789
2012-01-26,116.476730
2012-01-27,115.404755
2012-01-30,114.852768
2012-01-31,115.196785
2013-01-02,122.153351
2013-01-03,122.573540
2013-01-04,122.705467
2013-01-07,122.911438
2013-01-08,123.331635
2013-01-09,123.793068
2013-01-10,124.633522
2013-01-11,124.509926
2013-01-14,125.119705
2013-01-15,126.182587
2013-01-16,125.918907
2013-01-17,125.787109
2013-01-18,125.902420
2013-01-22,126.742889
2013-01-23,127.237244
2013-01-24,127.245468
2013-01-25,127.113647
2013-01-28,127.327827
2013-01-29,127.756378
2013-01-30,126.396828
2013-01-31,126.709908
2014-01-02,124.510254
2014-01-03,126.118752
2014-01-06,126.782562
2014-01-07,127.905991
2014-01-08,127.071922
2014-01-09,127.182587
2014-01-10,128.561295
2014-01-13,128.825104
2014-01-14,129.854904
2014-01-15,130.144287
2014-01-16,130.850693
2014-01-17,130.391098
2014-01-21,131.446396
2014-01-22,132.042114
2014-01-23,131.608109
