Date,Adj Close
1974-01-02,0.454515
1974-01-03,0.460657
1974-01-04,0.460657
1974-01-07,0.460657
1974-01-08,0.442231
1974-01-09,0.442231
1974-01-10,0.442231
1974-01-11,0.442231
1974-01-14,0.442231
1974-01-15,0.442231
1974-01-16,0.442231
1974-01-17,0.442231
1974-01-18,0.442231
1974-01-21,0.442231
1974-01-22,0.442231
1974-01-23,0.442231
1974-01-24,0.454515
1974-01-25,0.466800
1974-01-28,0.466800
1974-01-29,0.454515
1974-01-30,0.454515
1974-01-31,0.454515
1975-01-02,0.350099
1975-01-03,0.356242
1975-01-06,0.356242
1975-01-07,0.356242
1975-01-08,0.356242
1975-01-09,0.356242
1975-01-10,0.356242
1975-01-13,0.356242
1975-01-14,0.356242
1975-01-15,0.356242
1975-01-16,0.362384
1975-01-17,0.368526
1975-01-20,0.386952
1975-01-21,0.386952
1975-01-22,0.380810
1975-01-23,0.386952
1975-01-24,0.405379
1975-01-27,0.405379
1975-01-28,0.405379
1975-01-29,0.405379
1975-01-30,0.417663
1975-01-31,0.417663
1976-01-02,0.540505
1976-01-05,0.540505
1976-01-06,0.540505
1976-01-07,0.546647
1976-01-08,0.558931
1976-01-09,0.558931
1976-01-12,0.571215
1976-01-13,0.571215
1976-01-14,0.571215
1976-01-15,0.577357
1976-01-16,0.583499
1976-01-19,0.583499
1976-01-20,0.583499
1976-01-21,0.589641
1976-01-22,0.577357
1976-01-23,0.589641
1976-01-26,0.608067
1976-01-27,0.614210
1976-01-28,0.614210
1976-01-29,0.601926
1976-01-30,0.614210
1977-01-03,0.657205
1977-01-04,0.644921
1977-01-05,0.651062
1977-01-06,0.663346
1977-01-07,0.675631
1977-01-10,0.694057
1977-01-11,0.687915
1977-01-12,0.687915
1977-01-13,0.687915
1977-01-14,0.681773
1977-01-17,0.669489
1977-01-18,0.675631
1977-01-19,0.675631
1977-01-20,0.675631
1977-01-21,0.669489
1977-01-24,0.681773
1977-01-25,0.687915
1977-01-26,0.687915
1977-01-27,0.694057
1977-01-28,0.700199
1977-01-31,0.700199
1978-01-03,0.786189
1978-01-04,0.792330
1978-01-05,0.792330
1978-01-06,0.761620
1978-01-09,0.737052
1978-01-10,0.761620
1978-01-11,0.749336
1978-01-12,0.761620
1978-01-13,0.755478
1978-01-16,0.761620
1978-01-17,0.761620
1978-01-18,0.761620
1978-01-19,0.743194
